Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
Ibadan,Mercedes-Benz,C350,2008,Black,4.85,foreign used,75000.0
Abuja,Mercedes-Benz,GLS-Class GLS550 4MATIC,2019,Black,148.0,brand new,811.0
Ibadan,Pontiac,Vibe Automatic,2003,White,1.95,nigerian used,143252.0
Ibadan,Mazda,626,2006,Black,2.15,foreign used,145424.0
Abuja,Honda,Accord Touring 2.0T,2018,Gold,8.75,foreign used,55000.0
Abuja,Land Rover,Range Rover Evoque,2015,Red,10.0,nigerian used,54785.0
Lagos,Toyota,Tacoma TRD Off Road,2017,White,18.0,foreign used,30895.0
Ibadan,Toyota,Matrix,2010,Black,3.1,foreign used,82773.0
Lagos,Toyota,Camry,2008,Gray,3.45,foreign used,68972.0
Lagos,Toyota,Sienna LE 7 Passenger,2012,Gray,4.73,foreign used,213218.0
Abuja,Toyota,Corolla,2015,Red,5.5,foreign used,85235.0
Lagos,Toyota,Highlander Limited,2010,White,7.5,foreign used,66307.0
Lagos,Lexus,GX 460 Base,2015,Silver,24.0,foreign used,72366.0
Lagos,Toyota,RAV4,2011,Black,5.38,foreign used,63000.0
Abuja,Buick,Enclave,2009,Red,4.5,foreign used,52825.0
Ibadan,Mercedes-Benz,C230,2003,Gold,2.8,foreign used,110000.0
Abuja,Mercedes-Benz,GLE-Class,2020,White,67.0,foreign used,5000.0
Abuja,Infiniti,Infiniti QX,2019,Black,42.5,brand new,1000.0
Abuja,Toyota,Hilux,2021,Black,34.9,brand new,128.0
Abuja,Mercedes-Benz,C300,2013,Gray,7.3,foreign used,89000.0
Abuja,Toyota,Avalon,2021,Black,26.0,foreign used,4577.0
Abuja,Toyota,Corolla LE,2020,Black,12.5,foreign used,72366.0
Lagos,Mercedes-Benz,M Class,2009,Black,7.31,nigerian used,167381.0
Abuja,Peugeot,406,2006,Silver,2.03,nigerian used,965604.0
Abuja,Toyota,Land Cruiser Prado 2.7,2020,Black,13.5,nigerian used,58116.0
Abuja,Toyota,Land Cruiser 5.7 V8 VXR,2019,White,43.0,foreign used,23000.0
Lagos,Lexus,RX 350 F Sport FWD,2017,Gray,21.5,foreign used,47000.0
Abuja,Land Rover,Range Rover Vogue,2018,Black,75.0,foreign used,72366.0
Abuja,JAC,JAC S2,2019,Black,6.5,brand new,16983.0
Lagos,Toyota,Camry,2009,Red,3.45,foreign used,76859.0
Lagos,Toyota,Sienna,2014,Blue,7.31,foreign used,108367.0
Abuja,Ford,C-Max,2010,Black,2.25,foreign used,285474.0
Abuja,Toyota,Camry,2013,Silver,4.65,nigerian used,112366.0
Lagos,Honda,Accord CrossTour EX-L,2012,Gray,4.9,foreign used,99300.0
Abuja,Toyota,Avalon,2012,Brown,5.85,foreign used,52652.0
Lagos,Toyota,Camry,2009,Silver,3.65,foreign used,88541.0
Abuja,Mercedes-Benz,C300,2021,Black,58.0,brand new,478.0
Lagos,Honda,CR-V 2.4,2008,Black,2.25,nigerian used,120878.0
Abuja,Toyota,Corolla,2004,Gray,2.1,nigerian used,165321.0
Lagos,Toyota,4-Runner Limited V6,2005,Gray,4.5,foreign used,72366.0
Abuja,BMW,3 Series,2006,White,1.02,foreign used,203182.0
Abuja,Honda,Civic,2007,Gray,3.0,foreign used,50000.0
Abuja,Toyota,Avensis,2007,Brown,1.7,nigerian used,112366.0
Lagos,Lexus,RX 350,2011,Gray,9.0,foreign used,100850.0
Ibadan,Lexus,RX 330,2004,Gray,3.2,nigerian used,99000.0
Lagos,Toyota,RAV4 Limited V6,2008,Red,4.3,foreign used,69805.0
Abuja,Hyundai,Genesis,2015,Gray,10.0,foreign used,76000.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2012,Blue,8.6,foreign used,72366.0
Lagos,Toyota,Tacoma Double Cab V6 Automatic,2010,White,9.0,foreign used,25000.0
Abuja,Land Rover,Range Rover,2020,Black,120.0,brand new,1844.0
Lagos,Acura,MDX,2008,White,4.1,foreign used,72366.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010,Blue,8.0,foreign used,72366.0
Lagos,Toyota,Highlander XLE 4x2 V6 (3.5L 6cyl 8A),2017,Black,17.0,foreign used,31000.0
Abuja,Kia,Optima,2005,Black,0.9,nigerian used,82063.0
Lagos,Lexus,RX 350L AWD,2018,White,20.0,foreign used,10000.0
Lagos,Toyota,Highlander XLE AWD,2020,Black,33.0,foreign used,72366.0
Abuja,Toyota,Avalon,2016,Green,10.5,foreign used,72366.0
Abuja,Toyota,RAV4 3.5 Sport 4x4,2011,Blue,4.5,nigerian used,80000.0
Lagos,Ford,Taurus Limited,2008,Red,1.8,nigerian used,252855.0
Lagos,Volvo,C70 Automatic,2002,Green,2.25,foreign used,232639.0
Lagos,Dodge,Charger,2015,Black,12.33,foreign used,118189.0
Lagos,Lexus,ES 350 FWD,2014,White,8.5,foreign used,121133.0
Lagos,Lexus,GX 460 Premium,2013,Black,19.0,foreign used,72366.0
Abuja,Hyundai,Santa Fe,2007,Black,3.0,foreign used,52175.0
Lagos,Land Rover,Rover Discovery,2013,Black,11.26,foreign used,34236.0
Abuja,Toyota,Camry,2015,Black,7.31,foreign used,80325.0
Abuja,Mercedes-Benz,E300,2017,Black,31.0,foreign used,185000.0
Abuja,Audi,A8,2013,Blue,6.0,nigerian used,112366.0
Lagos,Toyota,Highlander Limited V6 4x4,2007,Blue,4.15,foreign used,65066.0
Lagos,Mercedes-Benz,C300,2008,Brown,3.75,nigerian used,85000.0
Abuja,Toyota,Sequoia,2003,White,1.7,nigerian used,132218.0
Ibadan,Toyota,Camry,2012,Black,4.8,foreign used,102900.0
Ibadan,Lexus,GS,2007,Black,4.25,foreign used,72366.0
Lagos,Toyota,Camry,2013,Red,6.8,foreign used,74250.0
Lagos,Lexus,IS 350,2006,White,5.06,foreign used,376865.0
Lagos,Mercedes-Benz,E300,2017,Black,23.8,foreign used,44000.0
Lagos,Lexus,RX 350 AWD,2014,Black,13.5,foreign used,72366.0
Abuja,Toyota,Hilux 2 VVT-i,2012,White,9.5,foreign used,52352.0
Abuja,Volkswagen,Beetle 2.5,2012,Blue,6.0,foreign used,82620.0
Abuja,BMW,BMW X6,2021,Blue,144.0,brand new,811.0
Abuja,Honda,CR-V,2010,Silver,2.5,nigerian used,85000.0
Abuja,Toyota,Corolla,2015,Gray,4.5,nigerian used,112366.0
Lagos,Lexus,RX,2006,Gray,5.5,foreign used,72366.0
Lagos,Mercedes-Benz,GLE-Class,2016,White,21.2,foreign used,72366.0
Abuja,Toyota,Camry,2013,Silver,4.2,nigerian used,77252.0
Lagos,Toyota,Highlander,2021,Black,40.0,foreign used,13000.0
Lagos,Hyundai,Accent,2014,Black,2.25,nigerian used,97283.0
Lagos,Toyota,Venza V6 AWD,2010,Green,7.8,foreign used,72366.0
Abuja,Toyota,Camry,2007,Silver,3.65,foreign used,72366.0
Ibadan,Nissan,Sunny B14 Sedan 1.6,1998,Green,1.89,foreign used,156321.0
Abuja,Mitsubishi,L200,2014,White,4.8,nigerian used,75000.0
Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2007,Silver,3.8,foreign used,72366.0
Lagos,Lexus,GX 460 Luxury,2020,Blue,50.0,foreign used,5000.0
Lagos,Toyota,Tacoma 4dr Double Cab,2016,Gray,19.8,foreign used,68412.0
Abuja,Toyota,Camry,2007,Black,3.3,foreign used,82000.0
Lagos,Lexus,SC 430 Convertible,2005,Black,3.38,foreign used,193535.0
Ibadan,Nissan,Almera,2007,Silver,1.85,foreign used,117839.0
Lagos,Lexus,GX 460 Luxury,2014,Silver,24.0,foreign used,72366.0
Lagos,Toyota,Highlander V6 AWD,2004,Silver,3.7,foreign used,110000.0
Abuja,Toyota,Solara 3.3 Convertible,2006,Red,2.28,nigerian used,96000.0
Lagos,Toyota,Corolla,2009,Black,2.65,nigerian used,103200.0
Abuja,Bentley,Continental Off,2017,White,75.0,foreign used,17382.0
Lagos,Lexus,RX 350 4x4,2009,Gray,5.65,foreign used,98000.0
Abuja,Lexus,GX,2017,White,25.5,foreign used,25000.0
Lagos,Toyota,Venza V6 AWD,2010,Brown,8.45,foreign used,50000.0
Lagos,Toyota,Tacoma TRD Off Road,2019,Gray,20.0,foreign used,12000.0
Lagos,Toyota,Highlander XLE V6 4x2 (3.5L 6cyl 6A),2016,Black,15.5,foreign used,74000.0
Lagos,Toyota,Tacoma Double Cab V6 4WD,2004,Black,4.9,foreign used,72366.0
Abuja,Nissan,Sentra,2017,Gray,7.0,foreign used,72366.0
Lagos,Hyundai,Sonata,2013,Gray,4.4,foreign used,72366.0
Abuja,Mercedes-Benz,CLS 550,2012,Gray,13.7,foreign used,75000.0
Lagos,Toyota,Highlander Limited,2012,Black,8.5,foreign used,86000.0
Abuja,BMW,335i,2014,White,15.0,foreign used,45214.0
Lagos,Toyota,Camry 2.3,2007,Gray,2.7,nigerian used,110802.0
Lagos,Honda,Accord,2018,Black,10.94,foreign used,92289.0
Lagos,Toyota,Tundra,2018,Gray,25.5,foreign used,27000.0
Abuja,Toyota,Corolla,2009,Black,3.65,foreign used,69288.0
Abuja,Toyota,Camry,2013,Black,4.7,nigerian used,112366.0
Abuja,Toyota,Camry,2016,Black,6.2,nigerian used,112366.0
Abuja,Lexus,ES,2003,Gold,2.2,nigerian used,112366.0
Abuja,Toyota,Camry XSE FWD (2.5L 4cyl 8AM),2018,Gray,17.0,foreign used,26000.0
Abuja,Toyota,Venza V6 AWD,2011,Black,4.7,nigerian used,112366.0
Lagos,Toyota,Camry LE (2.5L 4cyl 8A),2019,Black,12.8,foreign used,6934.0
Lagos,Toyota,Highlander Limited 3.5L 2WD,2013,Black,11.5,foreign used,71245.0
Lagos,Lexus,ES,2012,Silver,4.5,nigerian used,82140.0
Abuja,Toyota,Corolla,2003,Gray,2.25,nigerian used,112366.0
Lagos,Lexus,ES 350,2010,Gray,6.35,foreign used,54087.0
Ibadan,Toyota,RAV4,2016,Red,13.5,foreign used,103099.0
Abuja,Toyota,Corolla,2011,Black,4.3,foreign used,72366.0
Lagos,Toyota,Camry,2012,Silver,4.9,foreign used,75085.0
Abuja,Lexus,RX,2015,Gray,13.0,foreign used,55826.0
Abuja,Toyota,Corolla,2010,Black,2.8,nigerian used,95000.0
Ibadan,Toyota,Corolla,2007,Green,2.75,foreign used,142452.0
Abuja,Honda,Accord,2017,Gray,7.0,foreign used,68409.0
Lagos,Mercedes-Benz,C300,2010,Gold,4.65,foreign used,57458.0
Lagos,Mercedes-Benz,C300,2017,White,19.0,foreign used,62132.0
Abuja,Mercedes-Benz,C230,1999,Brown,0.79,nigerian used,509124.0
Ibadan,Toyota,Camry,2007,Silver,2.25,nigerian used,143853.0
Abuja,Mercedes-Benz,C300,2009,Black,4.5,foreign used,54123.0
Lagos,Toyota,Camry,2001,White,1.58,nigerian used,149024.0
Abuja,Rolls-Royce,Rolls-Royce Cullinan Base,2021,Black,444.0,brand new,811.0
Lagos,Nissan,Urvan,2013,White,3.26,foreign used,277181.0
Abuja,Jeep,Compass Limited,2011,Red,4.5,foreign used,125000.0
Abuja,Land Rover,Range Rover,2018,Gray,53.0,foreign used,35372.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2014,White,10.8,foreign used,72366.0
Lagos,Toyota,RAV4,2014,Gray,10.0,foreign used,59850.0
Abuja,Pontiac,Vibe 1.8L,2009,Gray,3.8,foreign used,120000.0
Lagos,Lexus,ES 350,2008,Blue,4.3,foreign used,72366.0
Ibadan,Toyota,Corolla,2011,Silver,2.05,nigerian used,112366.0
Lagos,Lexus,GX 470 Sport Utility,2006,Silver,7.2,foreign used,71232.0
Lagos,Toyota,Sequoia,2004,Black,3.2,foreign used,865241.0
Lagos,Lexus,GX 460 Premium,2012,White,17.5,foreign used,85200.0
Abuja,Mercedes-Benz,M Class,2008,Silver,6.55,foreign used,72366.0
Abuja,Toyota,Land Cruiser Prado,2019,Black,15.0,nigerian used,112366.0
Abuja,Toyota,Camry,2007,Blue,2.03,nigerian used,526558.0
Lagos,Lexus,GX 470 Sport Utility,2005,Silver,7.0,foreign used,74123.0
Lagos,Lexus,ES 350,2008,White,4.2,foreign used,72345.0
Ibadan,Toyota,Sienna XLE Limited AWD,2006,Blue,3.65,foreign used,72366.0
Lagos,Toyota,Highlander SE,2019,White,19.5,foreign used,4515.0
Abuja,Hyundai,Sonata,2012,Black,3.5,nigerian used,112366.0
Abuja,Lexus,ES 350,2010,Black,13.5,foreign used,72366.0
Ibadan,Toyota,Camry,2012,White,3.15,nigerian used,99664.0
Lagos,Pontiac,Vibe,2007,Gray,3.38,foreign used,482800.0
Abuja,Toyota,Camry,2012,Black,4.7,foreign used,58458.0
Lagos,Mercedes-Benz,GLA-Class,2018,Red,18.2,foreign used,54878.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2013,White,13.8,foreign used,72366.0
Lagos,Lexus,ES 350,2011,Black,5.75,foreign used,116213.0
Ibadan,Toyota,Corolla,2013,Gray,4.5,foreign used,83651.0
Abuja,Toyota,Venza AWD,2010,Brown,4.1,nigerian used,112366.0
Abuja,Toyota,Highlander Hybrid,2006,Silver,2.25,nigerian used,69809.0
Lagos,Peugeot,307,1999,Silver,2.05,foreign used,217711.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2008,White,5.2,foreign used,72366.0
Lagos,Lexus,RX 350 XE 4x4,2009,Silver,5.4,foreign used,72366.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Red,10.5,foreign used,118355.0
Lagos,Mercedes-Benz,E350,2010,Silver,5.61,foreign used,173113.0
Lagos,Lexus,GX 460 Base,2016,White,22.0,foreign used,52000.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2010,Black,7.45,foreign used,72366.0
Ibadan,Mini,Cooper John Cooper Works,2010,White,2.5,foreign used,88000.0
Abuja,BMW,BMW M7,2019,Black,140.0,brand new,811.0
Abuja,Peugeot,307,2008,Red,1.55,foreign used,895855.0
Lagos,Lexus,ES 350,2009,Black,4.7,foreign used,714352.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,White,8.9,foreign used,72366.0
Lagos,Toyota,Camry,2009,Black,2.81,nigerian used,137769.0
Lagos,Land Rover,Range Rover Velar,2018,White,39.0,foreign used,72366.0
Lagos,Mercedes-Benz,C300,2015,Black,13.5,foreign used,70000.0
Lagos,Toyota,Tacoma SR5,2018,Gray,19.0,foreign used,14858.0
Abuja,Toyota,Sienna XLE FWD,2006,Gold,4.95,foreign used,156000.0
Abuja,Land Rover,Range Rover Sport,2011,Black,8.9,nigerian used,112366.0
Lagos,Saturn,Vue,2008,White,3.4,foreign used,72366.0
Lagos,Lexus,RX 330 AWD,2006,Black,5.4,foreign used,65324.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2013,Gray,14.0,foreign used,72366.0
Ibadan,Honda,Accord,2015,Black,5.8,foreign used,32000.0
Abuja,Toyota,Camry,2018,Blue,11.25,nigerian used,116722.0
Ibadan,Infiniti,QX,2005,Black,2.9,nigerian used,154242.0
Abuja,Toyota,Avalon,2011,Gray,4.3,foreign used,42000.0
Abuja,Acura,RDX Automatic,2008,Silver,2.25,nigerian used,112366.0
Abuja,Lincoln,Town Car,2006,Black,2.47,foreign used,401142.0
Lagos,Toyota,Camry,2013,Black,5.5,foreign used,128524.0
Lagos,Lexus,ES 350,2008,Silver,4.3,foreign used,72366.0
Lagos,Lexus,RX 350,2010,Blue,9.0,foreign used,72366.0
Abuja,BMW,BMW X6,2020,White,108.0,brand new,811.0
Lagos,Hyundai,Elantra,2013,Brown,2.81,nigerian used,104060.0
Ibadan,Toyota,Highlander Limited,2010,White,7.8,foreign used,70123.0
Lagos,Lexus,RX 350 FWD,2015,White,12.0,foreign used,72366.0
Abuja,Toyota,Hilux,2021,White,26.0,foreign used,43000.0
Abuja,Toyota,Camry,2014,Black,5.5,foreign used,72366.0
Abuja,Lexus,LX,2017,Black,45.0,foreign used,12000.0
Abuja,Land Rover,Range Rover,2009,White,9.0,foreign used,52046.0
Abuja,Mercedes-Benz,CLA-Class,2017,Black,8.5,nigerian used,120420.0
Abuja,Honda,Accord,2014,Black,6.5,foreign used,65000.0
Lagos,Acura,ZDX Base AWD,2011,Gray,6.75,nigerian used,78613.0
Abuja,Hyundai,Sonata,2013,Blue,3.0,nigerian used,65771.0
Lagos,Mercedes-Benz,G-Class,2003,White,7.35,brand new,1.0
Abuja,Lexus,IS,2008,Silver,4.7,foreign used,98000.0
Abuja,Peugeot,508,2017,Black,18.0,foreign used,72366.0
Lagos,Lexus,RX 350,2008,Red,5.5,foreign used,75000.0
Lagos,Toyota,4-Runner Limited 4x4 V6,2006,Black,5.65,foreign used,2.0
Abuja,Lexus,GX,2019,Black,28.0,foreign used,72366.0
Lagos,Toyota,Camry,2013,White,5.5,foreign used,68031.0
Lagos,Lexus,ES 350,2007,Blue,4.9,foreign used,72366.0
Ibadan,Toyota,Highlander Limited,2012,White,6.5,nigerian used,112366.0
Lagos,Toyota,Camry,2012,Black,4.75,foreign used,75000.0
Abuja,Kia,Picanto,2014,Gold,1.85,nigerian used,112366.0
Abuja,Volkswagen,Beetle,2012,Red,5.3,foreign used,75464.0
Abuja,Toyota,Tacoma Limited,2017,Gray,16.5,foreign used,68000.0
Abuja,Honda,Accord Crosstour EX,2011,Black,3.0,nigerian used,96000.0
Abuja,Lexus,RX 330,2005,White,5.4,foreign used,72366.0
Lagos,Toyota,Tacoma,2013,White,9.5,foreign used,72366.0
Abuja,Mercedes-Benz,E350,2008,Black,3.3,foreign used,125032.0
Abuja,Toyota,Camry,2020,Black,11.5,foreign used,50000.0
Abuja,Mercedes-Benz,GLK-Class,2011,White,5.85,nigerian used,80000.0
Ibadan,Toyota,Camry,2016,Gray,7.5,foreign used,60192.0
Lagos,Toyota,Tacoma TRD Off Road,2018,Silver,19.5,foreign used,25000.0
Abuja,Mercedes-Benz,GLE-Class,2017,Silver,42.0,foreign used,25653.0
Abuja,Lexus,IS 250 4WD,2015,White,13.0,foreign used,50439.0
Ibadan,Honda,Accord,2011,Gray,1.59,nigerian used,112366.0
Abuja,Mercedes-Benz,E350,2013,Gray,9.0,foreign used,80000.0
Lagos,Toyota,Venza V6 AWD,2012,Brown,8.0,foreign used,76882.0
Lagos,Mercedes-Benz,M Class,2006,Red,4.7,foreign used,91000.0
Abuja,Lexus,RX 350,2015,White,5.8,nigerian used,112366.0
Lagos,Lexus,RX 350,2011,Red,8.45,foreign used,104663.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2008,White,5.5,foreign used,72366.0
Lagos,Toyota,Highlander 3,2001,Gold,1.69,nigerian used,425530.0
Abuja,Toyota,Hilux,2021,White,23.0,foreign used,2232.0
Lagos,Toyota,Camry,2009,Gray,3.55,foreign used,72366.0
Lagos,Toyota,Tacoma,2010,Black,7.29,foreign used,81648.0
Abuja,Toyota,RAV4,2012,Red,6.5,foreign used,145570.0
Abuja,Toyota,Camry,2021,Silver,24.0,brand new,1200.0
Lagos,Acura,MDX,2006,Green,2.95,foreign used,72366.0
Lagos,Mitsubishi,Outlander,2003,Green,1.69,nigerian used,246600.0
Abuja,Toyota,Sienna XLE 7-Passenger AWD,2021,White,60.0,brand new,500.0
Abuja,Toyota,Land Cruiser,2021,Black,105.0,brand new,811.0
Lagos,Lexus,RX 350L FWD,2018,White,24.0,foreign used,72366.0
Lagos,Mercedes-Benz,GL Class,2014,Black,16.0,foreign used,59563.0
Lagos,Lexus,ES,2005,Silver,3.45,foreign used,72366.0
Abuja,Toyota,Land Cruiser Prado 2.7,2020,Black,29.0,brand new,84.0
Lagos,Toyota,Tacoma Double Cab V6 Automatic,2010,Gray,7.8,foreign used,72366.0
Lagos,Mercedes-Benz,C300,2015,Black,12.8,foreign used,72366.0
Ibadan,Toyota,Highlander SE,2010,Silver,6.7,foreign used,134000.0
Lagos,Toyota,Tacoma TRD Off Road,2018,Red,18.2,foreign used,72366.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010,White,6.7,foreign used,81000.0
Abuja,Mercedes-Benz,M Class,2013,White,14.2,foreign used,72366.0
Abuja,Mercedes-Benz,E350,2015,Red,11.8,foreign used,72366.0
Abuja,Toyota,Camry LE FWD (2.5L 4cyl 8AM),2018,Black,13.5,nigerian used,62600.0
Abuja,Toyota,Prius,2018,White,12.9,foreign used,71000.0
Abuja,Lexus,RX,2021,Black,29.5,foreign used,72366.0
Lagos,Toyota,Highlander XLE 4x4 V6 (3.5L 6cyl 8A),2017,Red,16.5,foreign used,72366.0
Lagos,Lexus,ES 350,2010,Red,6.5,foreign used,85343.0
Lagos,Honda,Accord 2.4 i-VTEC Exec Automatic,2009,Gray,1.52,nigerian used,167081.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2012,White,7.6,foreign used,72366.0
Lagos,Lexus,IS 250,2012,White,4.8,foreign used,75000.0
Abuja,Mercedes-Benz,GL-Class,2010,Gray,4.73,nigerian used,131144.0
Abuja,Lexus,ES 350,2008,Gray,4.5,nigerian used,271598.0
Abuja,Lexus,RX 350 2WD,2020,Black,33.5,brand new,815.0
Abuja,Toyota,Hilux,2021,White,25.0,brand new,811.0
Lagos,Lexus,ES 350,2008,White,4.3,foreign used,65000.0
Ibadan,Mercedes-Benz,CLA-Class,2018,Gray,13.0,foreign used,26000.0
Abuja,Peugeot,406 2.2 Coupe,2004,Red,1.25,nigerian used,112366.0
Lagos,Lexus,RX 350 AWD,2013,Gray,12.8,foreign used,65000.0
Abuja,Toyota,Venza V6,2012,White,9.0,foreign used,57000.0
Lagos,Acura,MDX,2012,Black,6.35,foreign used,74257.0
Lagos,Lexus,ES 350,2011,White,5.7,foreign used,66325.0
Lagos,Lexus,ES 350,2008,White,4.6,foreign used,111101.0
Lagos,Acura,MDX,2005,Gray,2.03,nigerian used,296376.0
Lagos,Lexus,ES 350,2010,Beige,5.6,brand new,811.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Black,9.5,foreign used,142000.0
Lagos,Toyota,Camry,2013,Silver,5.6,foreign used,72366.0
Abuja,Toyota,Camry,2018,Gray,14.5,foreign used,56787.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2013,Gray,15.0,foreign used,54666.0
Lagos,Lexus,GS,2006,Silver,4.16,foreign used,229068.0
Lagos,Toyota,Camry SE FWD,2020,Black,24.0,foreign used,840.0
Ibadan,Toyota,Camry,2007,Blue,2.25,nigerian used,187348.0
Abuja,Lexus,ES,2007,White,3.5,nigerian used,120306.0
Abuja,Honda,Accord,2013,Black,3.7,nigerian used,50000.0
Lagos,Mercedes-Benz,GL-Class,2014,White,14.8,foreign used,35000.0
Lagos,MG,ZT 2 D Automatic,2003,Gray,1.69,nigerian used,105744.0
Lagos,Toyota,Tacoma Access Cab,2006,Silver,6.2,foreign used,96000.0
Abuja,Toyota,Camry,2013,Silver,3.85,nigerian used,112366.0
Abuja,Lexus,RX 350 F Sport AWD,2019,White,24.8,foreign used,3500.0
Lagos,Toyota,Sienna CE AWD,2008,Silver,3.6,foreign used,209285.0
Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Black,12.0,foreign used,64231.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Red,10.5,foreign used,72366.0
Lagos,Hyundai,I10,2015,Gray,2.25,nigerian used,50075.0
Abuja,Toyota,Highlander XLE 4x2 V6 (3.5L 6cyl 8A),2017,White,11.0,nigerian used,26100.0
Lagos,Lexus,LX 570 Three-Row,2020,Gray,78.0,brand new,2328.0
Lagos,Lexus,ES 330,2005,Blue,3.35,foreign used,72366.0
Abuja,Land Rover,Range Rover Vogue,2015,White,46.0,foreign used,68000.0
Abuja,Toyota,Solara 2.4 Coupe,2005,White,2.9,foreign used,72366.0
Abuja,Toyota,Land Cruiser 5.7 V8 VXR,2020,Red,55.0,foreign used,1000.0
Abuja,Toyota,Corolla,2016,Black,5.2,nigerian used,89653.0
Ibadan,Volkswagen,Passat,2013,Black,3.04,nigerian used,82637.0
Abuja,Toyota,Sienna LE 4WD,2007,Silver,2.85,nigerian used,75214.0
Abuja,Peugeot,508,2016,Black,4.5,nigerian used,113001.0
Abuja,Honda,Accord,2013,Silver,5.85,foreign used,21075.0
Lagos,Lexus,RX 350,2007,Blue,5.4,foreign used,758288.0
Lagos,Hyundai,Genesis,2012,White,3.03,foreign used,619358.0
Lagos,Lexus,ES 350,2009,Blue,4.65,foreign used,72366.0
Abuja,Toyota,Corolla 1.6 VVT-i,2006,Silver,1.85,nigerian used,105868.0
Lagos,Toyota,4-Runner,2015,Black,14.3,foreign used,72366.0
Lagos,Toyota,4-Runner SR5 V6,2006,Black,7.3,foreign used,72366.0
Abuja,Lexus,GX 460 Luxury,2015,Silver,19.5,foreign used,42038.0
Abuja,Mercedes-Benz,C300,2016,Black,14.5,foreign used,72366.0
Lagos,Lexus,RX 350 AWD,2012,Silver,8.85,foreign used,78693.0
Lagos,Ford,Edge,2012,White,6.19,foreign used,149681.0
Abuja,Land Rover,Range Rover Vogue,2019,White,75.0,foreign used,72366.0
Lagos,Toyota,Venza V6,2009,Silver,8.5,foreign used,72366.0
Abuja,Honda,Accord,2006,Black,1.69,nigerian used,207360.0
Ibadan,Toyota,Corolla,2006,Black,1.8,nigerian used,482800.0
Ibadan,Ford,F-250,2001,White,1.5,nigerian used,290000.0
Abuja,Toyota,Avensis 2.2 D-4d Exclusive,2007,Black,3.55,foreign used,52352.0
Lagos,Mercedes-Benz,GL-Class GL 450,2008,Black,7.0,foreign used,72366.0
Lagos,Maserati,Ghibli,2015,White,29.0,foreign used,49000.0
Ibadan,Lexus,ES 350,2008,Silver,4.4,foreign used,78000.0
Abuja,Hyundai,Santa Fe Limited,2012,Gold,2.85,nigerian used,112366.0
Lagos,GAC,GA3,2019,Black,7.9,foreign used,1884.0
Lagos,Mercedes-Benz,GLE-Class,2017,Black,44.5,foreign used,72366.0
Abuja,Ford,Ford Escape,2020,Black,28.5,brand new,82000.0
Abuja,Lexus,RX,2019,White,24.0,foreign used,12345.0
Lagos,Lexus,ES 350,2009,Red,4.65,foreign used,171212.0
Abuja,Porsche,Panamera,2019,White,78.0,foreign used,11000.0
Ibadan,Toyota,Corolla,2009,Black,3.75,foreign used,98000.0
Lagos,Nissan,Almera,2000,Green,1.8,foreign used,131730.0
Abuja,Toyota,Highlander,2009,Black,4.78,nigerian used,87000.0
Lagos,Toyota,Highlander Limited 3.5l 4WD,2013,Gray,8.5,foreign used,64000.0
Abuja,Toyota,RAV4,2010,Silver,2.8,nigerian used,112366.0
Abuja,Mercedes-Benz,S-Class S 500 4MATIC (W221),2008,Silver,7.0,foreign used,72366.0
Lagos,Toyota,Tacoma,2010,White,8.55,foreign used,72366.0
Abuja,Lexus,ES 330,2006,White,3.75,foreign used,153000.0
Abuja,Mercedes-Benz,GL-Class,2014,Gray,14.0,foreign used,72366.0
Lagos,Mercedes-Benz,GL-Class,2008,White,6.0,foreign used,72366.0
Abuja,Toyota,Camry,2016,Gray,7.0,foreign used,65000.0
Abuja,Mercedes-Benz,GL-Class GL 450,2008,Blue,5.63,foreign used,140038.0
Abuja,Lexus,RX 300 4WD,2000,Red,1.6,nigerian used,112366.0
Ibadan,Mini,Mini,2005,Green,2.0,nigerian used,112366.0
Lagos,Lexus,LX,2021,Black,98.0,brand new,75.0
Abuja,Mercedes-Benz,M Class ML 350 TEC 4Matic,2012,Gray,13.5,foreign used,64108.0
Abuja,Toyota,Camry LE FWD (2.5L 4cyl 8AM),2018,White,13.0,foreign used,16823.0
Abuja,Toyota,Corolla,2010,Blue,3.5,nigerian used,147194.0
